74.167,68.237,83.641,102.385,129.106,112.202,57.257,5.86,20.0,20.0,52.321,27.351,42.854,54.994,1.425,64.118,-32.5
74.167,68.237,83.641,102.385,129.106,112.202,57.257,5.86,20.0,20.0,52.321,27.351,42.854,54.994,1.425,64.118,-32.5
74.137,68.208,83.615,102.359,129.083,112.183,5.724,58.586,20.0,20.0,52.299,27.326,42.827,54.965,1.422,64.088,-32.0
74.111,68.183,83.592,102.338,129.065,112.168,57.226,58.577,20.0,20.0,52.276,27.301,42.802,54.939,14.193,64.061,-32.0
74.111,68.183,83.592,102.338,129.065,112.168,57.226,58.577,20.0,20.0,52.276,27.301,42.802,54.939,14.193,64.061,-32.0
74.028,68.104,87.851,83.521,129.007,11.212,57.184,58.549,20.0,20.0,52.204,27.223,42.721,54.853,47.569,14.106,-31.0
73.973,68.051,8.78,83.474,128.969,112.089,57.156,58.531,20.0,20.0,52.156,27.171,42.666,54.796,4.751,14.048,-31.0
73.973,68.051,8.78,83.474,128.969,112.089,57.156,58.531,20.0,20.0,52.156,27.171,42.666,54.796,4.751,14.048,-31.0
73.824,6.791,87.665,83.347,128.866,122.185,57.083,58.482,20.0,20.0,52.025,2.703,42.519,54.642,47.353,1.389,-30.0
73.824,6.791,87.665,83.347,128.866,122.185,57.083,58.482,20.0,20.0,52.025,2.703,42.519,54.642,47.353,1.389,-30.0
20.0,67.817,87.575,83.264,130.866,122.128,57.037,78.063,58.453,32.866,51.936,26.935,4.242,54.539,47.248,13.786,-29.0
55.593,73.516,67.617,83.088,101.864,128.659,76.908,56.939,20.0,12.145,20.0,51.744,26.729,20.0,54.316,13.561,-37.0
55.593,73.516,67.617,83.088,101.864,128.659,76.908,56.939,20.0,12.145,20.0,51.744,26.729,20.0,54.316,13.561,-37.0
55.333,73.272,67.389,8.289,101.681,128.506,111.726,56.842,77.922,11.939,20.0,51.505,26.475,41.944,54.047,4.675,-34.5
55.333,73.272,67.389,8.289,101.681,128.506,111.726,56.842,77.922,11.939,20.0,51.505,26.475,41.944,54.047,4.675,-34.5
55.066,20.0,67.161,86.954,82.697,12.208,121.771,56.762,20.0,20.0,1.171,51.242,2.62,41.662,53.759,20.0,-32.0
62.737,54.924,72.895,6.704,82.596,101.413,128.292,56.723,116.919,20.0,11.586,5.11,26.052,4.151,53.605,20.0,-31.0
62.564,54.758,72.742,6.69,82.479,101.305,128.207,96.604,56.677,20.0,11.443,20.0,50.934,25.878,20.0,53.425,-29.5
12.502,54.583,72.582,66.753,86.572,82.356,128.119,111.454,96.554,20.0,1.129,20.0,50.756,25.693,41.144,53.234,-28.0
12.502,54.583,72.582,66.753,86.572,82.356,128.119,111.454,96.554,20.0,1.129,20.0,50.756,25.693,41.144,53.234,-28.0
12.316,54.408,72.421,66.606,86.435,82.234,128.033,121.515,111.396,20.0,11.135,20.0,50.576,25.506,40.953,53.041,-27.0
1.192,61.809,54.035,72.081,66.295,81.978,100.851,127.852,121.378,20.0,10.808,31.311,50.192,25.107,40.545,52.629,-24.5
1.192,61.809,54.035,72.081,66.295,81.978,100.851,127.852,121.378,20.0,10.808,31.311,50.192,25.107,40.545,52.629,-24.5
4.483,11.411,53.555,71.644,65.897,85.774,8.165,127.623,20.0,20.0,1.039,30.864,20.0,49.694,2.459,40.017,-21.5
4.483,11.411,53.555,71.644,65.897,85.774,8.165,127.623,20.0,20.0,1.039,30.864,20.0,49.694,2.459,40.017,-21.5
20.0,10.889,60.788,53.061,71.194,65.489,81.316,100.252,12.739,20.0,20.0,9.971,30.405,4.918,24.056,39.471,-19.0
